Año;Mes;Fecha de Embarque;DUA;Aduana;Región;RUC;Razón Social;Continente;País;Agente de Aduana;Empresa de Transporte;Almacén;Puerto;Vía de transporte;Sector;Subsector;Partida;Descripción Arancelaria;Descripción Comercial;US$ FOB;Peso Bruto (Kg.);Peso Neto (Kg.);Unidad de Medida;Cantidad;FOB US$ / P. Neto (kg.);FOB US$ / Unidades,,,,,,,,,
2025;1;20250119;112;SALAVERRY;LA LIBERTAD;20481121966;HASS PERU S.A.;AMERICA DEL NORTE;ESTADOS UNIDOS;DESPACHOS ADUANEROS CHAVIMOCHIC SAC;MAERSK LINE PERU S.A.C.;AVOCADO PACKING COMPANY S.A.C.;BALBOA;MARITIMO;AGROPECUARIO Y AGROINDUSTRIAS;FRUTAS;0810400000;ARANDANOS  ROJOS,  MIRTILOS Y DEMAS FRUTOS  DEL  GENERO  VACCINIUM, FRESCOS;ARANDANOS FRESCOS EN CAJAS CONSUMO HUMANO;13,764.66;18,389.23;14,213.44;CAJA                                              ;5232;0.97;2.63,,,,
2025;1;20250119;609;SALAVERRY;LA LIBERTAD;20481121966;HASS PERU S.A.;AMERICA DEL NORTE;ESTADOS UNIDOS;DESPACHOS ADUANEROS CHAVIMOCHIC SAC;MAERSK LINE PERU S.A.C.;AVOCADO PACKING COMPANY S.A.C.;BALBOA;MARITIMO;AGROPECUARIO Y AGROINDUSTRIAS;FRUTAS;0810400000;ARANDANOS  ROJOS,  MIRTILOS Y DEMAS FRUTOS  DEL  GENERO  VACCINIUM, FRESCOS;ARANDANOS FRESCOS EN CAJAS CONSUMO HUMANO;82,742.81;19,457.52;15,667.20;CAJA                                              ;4080;5.28;20.28,,,,
2025;1;20250119;905;SALAVERRY;LA LIBERTAD;20512217452;AGUALIMA S.A.C.;AMERICA DEL NORTE;ESTADOS UNIDOS;LIP ADUANAS S.A.;MAERSK LINE PERU S.A.C.;AGUALIMA S.A.C.;BALBOA;MARITIMO;AGROPECUARIO Y AGROINDUSTRIAS;FRUTAS;0810400000;ARANDANOS  ROJOS,  MIRTILOS Y DEMAS FRUTOS  DEL  GENERO  VACCINIUM, FRESCOS;ARANDANOS ORGANICOS FRESCOS EN CAJAS X 3.84KG SE ACOGE AL DRAWBACK;134,002.22;17,707.20;15,667.20;CAJA                                              ;4080;8.55;32.84,,,,
2025;1;20250119;849;SALAVERRY;LA LIBERTAD;20411051782;MANUELITA FYH S.A.C.;AMERICA DEL NORTE;ESTADOS UNIDOS;DESPACHOS ADUANEROS CHAVIMOCHIC SAC;MAERSK LINE PERU S.A.C.;AVOCADO PACKING COMPANY S.A.C.;BALBOA;MARITIMO;AGROPECUARIO Y AGROINDUSTRIAS;FRUTAS;0810400000;ARANDANOS  ROJOS,  MIRTILOS Y DEMAS FRUTOS  DEL  GENERO  VACCINIUM, FRESCOS;ARANDANOS FRESCOS EN CAJAS PARA CONSUMO HUMANO COLD TREATMENT;90,835.95;17,000.00;15,667.20;CAJA                                              ;4080;5.80;22.26,,,,
2025;1;20250119;859;SALAVERRY;LA LIBERTAD;20481121966;HASS PERU S.A.;AMERICA DEL NORTE;ESTADOS UNIDOS;DESPACHOS ADUANEROS CHAVIMOCHIC SAC;MAERSK LINE PERU S.A.C.;AVOCADO PACKING COMPANY S.A.C.;BALBOA;MARITIMO;AGROPECUARIO Y AGROINDUSTRIAS;FRUTAS;0810400000;ARANDANOS  ROJOS,  MIRTILOS Y DEMAS FRUTOS  DEL  GENERO  VACCINIUM, FRESCOS;ARANDANOS FRESCOS EN CAJAS CONSUMO HUMANO;5,753.86;1,816.99;1,463.04;CAJA                                              ;381;3.93;15.10,,,,
2025;1;20250119;859;SALAVERRY;LA LIBERTAD;20481121966;HASS PERU S.A.;AMERICA DEL NORTE;ESTADOS UNIDOS;DESPACHOS ADUANEROS CHAVIMOCHIC SAC;MAERSK LINE PERU S.A.C.;AVOCADO PACKING COMPANY S.A.C.;BALBOA;MARITIMO;AGROPECUARIO Y AGROINDUSTRIAS;FRUTAS;0810400000;ARANDANOS  ROJOS,  MIRTILOS Y DEMAS FRUTOS  DEL  GENERO  VACCINIUM, FRESCOS;ARANDANOS FRESCOS EN CAJAS CONSUMO HUMANO;72,434.61;17,573.76;14,110.80;CAJA                                              ;3771;5.13;19.21,,,,
2025;1;20250119;826;SALAVERRY;LA LIBERTAD;20481121966;HASS PERU S.A.;AMERICA DEL NORTE;ESTADOS UNIDOS;DESPACHOS ADUANEROS CHAVIMOCHIC SAC;MAERSK LINE PERU S.A.C.;AVOCADO PACKING COMPANY S.A.C.;BALBOA;MARITIMO;AGROPECUARIO Y AGROINDUSTRIAS;FRUTAS;0810400000;ARANDANOS  ROJOS,  MIRTILOS Y DEMAS FRUTOS  DEL  GENERO  VACCINIUM, FRESCOS;ARANDANOS FRESCOS EN CAJAS CONSUMO HUMANO;96,190.61;19,190.45;15,293.76;CAJA                                              ;4368;6.29;22.02,,,,
2025;1;20250119;808;SALAVERRY;LA LIBERTAD;20340584237;CAMPOSOL S.A.;AMERICA DEL NORTE;ESTADOS UNIDOS;AGENCIA DE ADUANA TRANSOCEANIC S.A.;MAERSK LINE PERU S.A.C.;CAMPOSOL S.A.;BALBOA;MARITIMO;AGROPECUARIO Y AGROINDUSTRIAS;FRUTAS;0810400000;ARANDANOS  ROJOS,  MIRTILOS Y DEMAS FRUTOS  DEL  GENERO  VACCINIUM, FRESCOS;ARANDANOS FRESCOS COLD TREATMENT;25,149.50;4,646.22;3,949.92;CAJA                                              ;1055;6.37;23.84,,,,
2025;1;20250119;809;SALAVERRY;LA LIBERTAD;20340584237;CAMPOSOL S.A.;AMERICA DEL NORTE;ESTADOS UNIDOS;AGENCIA DE ADUANA TRANSOCEANIC S.A.;MAERSK LINE PERU S.A.C.;CAMPOSOL S.A.;BALBOA;MARITIMO;AGROPECUARIO Y AGROINDUSTRIAS;FRUTAS;0810400000;ARANDANOS  ROJOS,  MIRTILOS Y DEMAS FRUTOS  DEL  GENERO  VACCINIUM, FRESCOS;ARANDANOS FRESCOS COLD TREATMENT;90,471.86;17,912.22;14,149.44;CAJA                                              ;3468;6.39;26.09,,,,
2025;1;20250119;811;SALAVERRY;LA LIBERTAD;20340584237;CAMPOSOL S.A.;AMERICA DEL NORTE;ESTADOS UNIDOS;AGENCIA DE ADUANA TRANSOCEANIC S.A.;MAERSK LINE PERU S.A.C.;CAMPOSOL S.A.;BALBOA;MARITIMO;AGROPECUARIO Y AGROINDUSTRIAS;FRUTAS;0810400000;ARANDANOS  ROJOS,  MIRTILOS Y DEMAS FRUTOS  DEL  GENERO  VACCINIUM, FRESCOS;ARANDANOS FRESCOS COLD TREATMENT;1,669.61;330.56;261.12;CAJA                                              ;64;6.39;26.09,,,,,,
2025;1;20250119;807;SALAVERRY;LA LIBERTAD;20340584237;CAMPOSOL S.A.;AMERICA DEL NORTE;ESTADOS UNIDOS;AGENCIA DE ADUANA TRANSOCEANIC S.A.;MAERSK LINE PERU S.A.C.;CAMPOSOL S.A.;BALBOA;MARITIMO;AGROPECUARIO Y AGROINDUSTRIAS;FRUTAS;0810400000;ARANDANOS  ROJOS,  MIRTILOS Y DEMAS FRUTOS  DEL  GENERO  VACCINIUM, FRESCOS;ARANDANOS FRESCOS COLD TREATMENT;37,283.23;6,887.86;5,855.62;CAJA                                              ;1564;6.37;23.84,,,,
2025;1;20250119;808;SALAVERRY;LA LIBERTAD;20340584237;CAMPOSOL S.A.;AMERICA DEL NORTE;ESTADOS UNIDOS;AGENCIA DE ADUANA TRANSOCEANIC S.A.;MAERSK LINE PERU S.A.C.;CAMPOSOL S.A.;BALBOA;MARITIMO;AGROPECUARIO Y AGROINDUSTRIAS;FRUTAS;0810400000;ARANDANOS  ROJOS,  MIRTILOS Y DEMAS FRUTOS  DEL  GENERO  VACCINIUM, FRESCOS;ARANDANOS FRESCOS COLD TREATMENT;77,832.32;14,379.06;12,224.16;CAJA                                              ;3265;6.37;23.84,,,,
2025;1;20250119;810;SALAVERRY;LA LIBERTAD;20340584237;CAMPOSOL S.A.;AMERICA DEL NORTE;ESTADOS UNIDOS;AGENCIA DE ADUANA TRANSOCEANIC S.A.;MAERSK LINE PERU S.A.C.;CAMPOSOL S.A.;BALBOA;MARITIMO;AGROPECUARIO Y AGROINDUSTRIAS;FRUTAS;0810400000;ARANDANOS  ROJOS,  MIRTILOS Y DEMAS FRUTOS  DEL  GENERO  VACCINIUM, FRESCOS;ARANDANOS FRESCOS COLD TREATMENT;87,497.87;17,323.41;13,684.32;CAJA                                              ;3354;6.39;26.09,,,,
2025;1;20250119;812;SALAVERRY;LA LIBERTAD;20340584237;CAMPOSOL S.A.;AMERICA DEL NORTE;ESTADOS UNIDOS;AGENCIA DE ADUANA TRANSOCEANIC S.A.;MAERSK LINE PERU S.A.C.;CAMPOSOL S.A.;BALBOA;MARITIMO;AGROPECUARIO Y AGROINDUSTRIAS;FRUTAS;0810400000;ARANDANOS  ROJOS,  MIRTILOS Y DEMAS FRUTOS  DEL  GENERO  VACCINIUM, FRESCOS;ARANDANOS FRESCOS COLD TREATMENT;99,550.35;18,509.47;15,569.28;CAJA                                              ;3816;6.39;26.09,,,,
2025;1;20250119;807;SALAVERRY;LA LIBERTAD;20340584237;CAMPOSOL S.A.;AMERICA DEL NORTE;ESTADOS UNIDOS;AGENCIA DE ADUANA TRANSOCEANIC S.A.;MAERSK LINE PERU S.A.C.;CAMPOSOL S.A.;BALBOA;MARITIMO;AGROPECUARIO Y AGROINDUSTRIAS;FRUTAS;0810400000;ARANDANOS  ROJOS,  MIRTILOS Y DEMAS FRUTOS  DEL  GENERO  VACCINIUM, FRESCOS;ARANDANOS FRESCOS COLD TREATMENT;65,698.59;12,137.42;10,318.46;CAJA                                              ;2756;6.37;23.84,,,,
2025;1;20250119;810;SALAVERRY;LA LIBERTAD;20340584237;CAMPOSOL S.A.;AMERICA DEL NORTE;ESTADOS UNIDOS;AGENCIA DE ADUANA TRANSOCEANIC S.A.;MAERSK LINE PERU S.A.C.;CAMPOSOL S.A.;BALBOA;MARITIMO;AGROPECUARIO Y AGROINDUSTRIAS;FRUTAS;0810400000;ARANDANOS  ROJOS,  MIRTILOS Y DEMAS FRUTOS  DEL  GENERO  VACCINIUM, FRESCOS;ARANDANOS FRESCOS COLD TREATMENT;18,939.61;3,749.79;2,962.08;CAJA                                              ;726;6.39;26.09,,,,
2025;1;20250119;812;SALAVERRY;LA LIBERTAD;20340584237;CAMPOSOL S.A.;AMERICA DEL NORTE;ESTADOS UNIDOS;AGENCIA DE ADUANA TRANSOCEANIC S.A.;MAERSK LINE PERU S.A.C.;CAMPOSOL S.A.;BALBOA;MARITIMO;AGROPECUARIO Y AGROINDUSTRIAS;FRUTAS;0810400000;ARANDANOS  ROJOS,  MIRTILOS Y DEMAS FRUTOS  DEL  GENERO  VACCINIUM, FRESCOS;ARANDANOS FRESCOS COLD TREATMENT;6,887.13;1,280.53;1,077.12;CAJA                                              ;264;6.39;26.09,,,,
2025;1;20250119;809;SALAVERRY;LA LIBERTAD;20340584237;CAMPOSOL S.A.;AMERICA DEL NORTE;ESTADOS UNIDOS;AGENCIA DE ADUANA TRANSOCEANIC S.A.;MAERSK LINE PERU S.A.C.;CAMPOSOL S.A.;BALBOA;MARITIMO;AGROPECUARIO Y AGROINDUSTRIAS;FRUTAS;0810400000;ARANDANOS  ROJOS,  MIRTILOS Y DEMAS FRUTOS  DEL  GENERO  VACCINIUM, FRESCOS;ARANDANOS FRESCOS COLD TREATMENT;15,965.62;3,160.98;2,496.96;CAJA                                              ;612;6.39;26.09,,,,
2025;1;20250119;811;SALAVERRY;LA LIBERTAD;20340584237;CAMPOSOL S.A.;AMERICA DEL NORTE;ESTADOS UNIDOS;AGENCIA DE ADUANA TRANSOCEANIC S.A.;MAERSK LINE PERU S.A.C.;CAMPOSOL S.A.;BALBOA;MARITIMO;AGROPECUARIO Y AGROINDUSTRIAS;FRUTAS;0810400000;ARANDANOS  ROJOS,  MIRTILOS Y DEMAS FRUTOS  DEL  GENERO  VACCINIUM, FRESCOS;ARANDANOS FRESCOS COLD TREATMENT;104,767.87;20,742.64;16,385.28;CAJA                                              ;4016;6.39;26.09,,,,
2025;1;20250119;726;SALAVERRY;LA LIBERTAD;20340584237;CAMPOSOL S.A.;AMERICA DEL NORTE;ESTADOS UNIDOS;AGENCIA DE ADUANA TRANSOCEANIC S.A.;MAERSK LINE PERU S.A.C.;CAMPOSOL S.A.;BALBOA;MARITIMO;AGROPECUARIO Y AGROINDUSTRIAS;FRUTAS;0810400000;ARANDANOS  ROJOS,  MIRTILOS Y DEMAS FRUTOS  DEL  GENERO  VACCINIUM, FRESCOS;ARANDANOS FRESCOS COLD TREATMENT;87,714.92;15,560.00;12,240.00;CAJA                                              ;2000;7.17;43.86,,,,
2025;1;20250119;730;SALAVERRY;LA LIBERTAD;20340584237;CAMPOSOL S.A.;AMERICA DEL NORTE;ESTADOS UNIDOS;AGENCIA DE ADUANA TRANSOCEANIC S.A.;MAERSK LINE PERU S.A.C.;CAMPOSOL S.A.;BALBOA;MARITIMO;AGROPECUARIO Y AGROINDUSTRIAS;FRUTAS;0810400000;ARANDANOS  ROJOS,  MIRTILOS Y DEMAS FRUTOS  DEL  GENERO  VACCINIUM, FRESCOS;ARANDANOS FRESCOS COLD TREATMENT;106,437.48;21,073.20;16,646.40;CAJA                                              ;4080;6.39;26.09,,,,
2025;1;20250119;729;SALAVERRY;LA LIBERTAD;20340584237;CAMPOSOL S.A.;AMERICA DEL NORTE;ESTADOS UNIDOS;AGENCIA DE ADUANA TRANSOCEANIC S.A.;MAERSK LINE PERU S.A.C.;CAMPOSOL S.A.;BALBOA;MARITIMO;AGROPECUARIO Y AGROINDUSTRIAS;FRUTAS;0810400000;ARANDANOS  ROJOS,  MIRTILOS Y DEMAS FRUTOS  DEL  GENERO  VACCINIUM, FRESCOS;ARANDANOS FRESCOS COLD TREATMENT;72,836.63;14,420.68;11,391.36;CAJA                                              ;2792;6.39;26.09,,,,
2025;1;20250119;731;SALAVERRY;LA LIBERTAD;20340584237;CAMPOSOL S.A.;AMERICA DEL NORTE;ESTADOS UNIDOS;AGENCIA DE ADUANA TRANSOCEANIC S.A.;MAERSK LINE PERU S.A.C.;CAMPOSOL S.A.;BALBOA;MARITIMO;AGROPECUARIO Y AGROINDUSTRIAS;FRUTAS;0810400000;ARANDANOS  ROJOS,  MIRTILOS Y DEMAS FRUTOS  DEL  GENERO  VACCINIUM, FRESCOS;ARANDANOS FRESCOS COLD TREATMENT;27,965.93;5,536.88;4,373.76;CAJA                                              ;1072;6.39;26.09,,,,
2025;1;20250119;729;SALAVERRY;LA LIBERTAD;20340584237;CAMPOSOL S.A.;AMERICA DEL NORTE;ESTADOS UNIDOS;AGENCIA DE ADUANA TRANSOCEANIC S.A.;MAERSK LINE PERU S.A.C.;CAMPOSOL S.A.;BALBOA;MARITIMO;AGROPECUARIO Y AGROINDUSTRIAS;FRUTAS;0810400000;ARANDANOS  ROJOS,  MIRTILOS Y DEMAS FRUTOS  DEL  GENERO  VACCINIUM, FRESCOS;ARANDANOS FRESCOS COLD TREATMENT;33,600.85;6,652.52;5,255.04;CAJA                                              ;1288;6.39;26.09,,,,
2025;1;20250119;842;SALAVERRY;LA LIBERTAD;20340584237;CAMPOSOL S.A.;AMERICA DEL NORTE;ESTADOS UNIDOS;AGENCIA DE ADUANA TRANSOCEANIC S.A.;MAERSK LINE PERU S.A.C.;CAMPOSOL S.A.;BALBOA;MARITIMO;AGROPECUARIO Y AGROINDUSTRIAS;FRUTAS;0810400000;ARANDANOS  ROJOS,  MIRTILOS Y DEMAS FRUTOS  DEL  GENERO  VACCINIUM, FRESCOS;ARANDANOS FRESCOS COLD TREATMENT RESTITUCION DERECHOS ARANC. (COD 13);10,137.06;1,453.32;1,235.52;CAJA                                              ;330;8.20;30.72,,,,
2025;1;20250119;842;SALAVERRY;LA LIBERTAD;20340584237;CAMPOSOL S.A.;AMERICA DEL NORTE;ESTADOS UNIDOS;AGENCIA DE ADUANA TRANSOCEANIC S.A.;MAERSK LINE PERU S.A.C.;CAMPOSOL S.A.;BALBOA;MARITIMO;AGROPECUARIO Y AGROINDUSTRIAS;FRUTAS;0810400000;ARANDANOS  ROJOS,  MIRTILOS Y DEMAS FRUTOS  DEL  GENERO  VACCINIUM, FRESCOS;ARANDANOS FRESCOS COLD TREATMENT RESTITUCION DERECHOS ARANC. (COD 13);68,009.78;12,369.24;10,513.15;CAJA                                              ;2808;6.47;24.22,,,,
2025;1;20250119;727;SALAVERRY;LA LIBERTAD;20340584237;CAMPOSOL S.A.;AMERICA DEL NORTE;ESTADOS UNIDOS;AGENCIA DE ADUANA TRANSOCEANIC S.A.;MAERSK LINE PERU S.A.C.;CAMPOSOL S.A.;BALBOA;MARITIMO;AGROPECUARIO Y AGROINDUSTRIAS;FRUTAS;0810400000;ARANDANOS  ROJOS,  MIRTILOS Y DEMAS FRUTOS  DEL  GENERO  VACCINIUM, FRESCOS;ARANDANOS FRESCOS COLD TREATMENT;87,714.92;15,750.00;12,240.00;CAJA                                              ;2000;7.17;43.86,,,,
2025;1;20250119;728;SALAVERRY;LA LIBERTAD;20340584237;CAMPOSOL S.A.;AMERICA DEL NORTE;ESTADOS UNIDOS;AGENCIA DE ADUANA TRANSOCEANIC S.A.;MAERSK LINE PERU S.A.C.;CAMPOSOL S.A.;BALBOA;MARITIMO;AGROPECUARIO Y AGROINDUSTRIAS;FRUTAS;0810400000;ARANDANOS  ROJOS,  MIRTILOS Y DEMAS FRUTOS  DEL  GENERO  VACCINIUM, FRESCOS;ARANDANOS FRESCOS COLD TREATMENT;87,714.92;15,500.00;12,240.00;CAJA                                              ;2000;7.17;43.86,,,,
2025;1;20250119;731;SALAVERRY;LA LIBERTAD;20340584237;CAMPOSOL S.A.;AMERICA DEL NORTE;ESTADOS UNIDOS;AGENCIA DE ADUANA TRANSOCEANIC S.A.;MAERSK LINE PERU S.A.C.;CAMPOSOL S.A.;BALBOA;MARITIMO;AGROPECUARIO Y AGROINDUSTRIAS;FRUTAS;0810400000;ARANDANOS  ROJOS,  MIRTILOS Y DEMAS FRUTOS  DEL  GENERO  VACCINIUM, FRESCOS;ARANDANOS FRESCOS COLD TREATMENT;78,471.55;15,536.32;12,272.64;CAJA                                              ;3008;6.39;26.09,,,,
2025;1;20250119;842;SALAVERRY;LA LIBERTAD;20340584237;CAMPOSOL S.A.;AMERICA DEL NORTE;ESTADOS UNIDOS;AGENCIA DE ADUANA TRANSOCEANIC S.A.;MAERSK LINE PERU S.A.C.;CAMPOSOL S.A.;BALBOA;MARITIMO;AGROPECUARIO Y AGROINDUSTRIAS;FRUTAS;0810400000;ARANDANOS  ROJOS,  MIRTILOS Y DEMAS FRUTOS  DEL  GENERO  VACCINIUM, FRESCOS;ARANDANOS FRESCOS COLD TREATMENT RESTITUCION DERECHOS ARANC. (COD 13);36,309.11;5,205.53;4,425.41;CAJA                                              ;1182;8.20;30.72,,,,
2025;1;20250119;57;CHIMBOTE;ANCASH;20104902864;EXPORTADORA FRUTICOLA DEL SUR SA;AMERICA DEL NORTE;ESTADOS UNIDOS;LIP ADUANAS S.A.;MAERSK LINE PERU S.A.C.;EXPORTADORA FRUTICOLA DEL SUR SA;BALBOA;MARITIMO;AGROPECUARIO Y AGROINDUSTRIAS;FRUTAS;0810400000;ARANDANOS  ROJOS,  MIRTILOS Y DEMAS FRUTOS  DEL  GENERO  VACCINIUM, FRESCOS;ARANDANOS  FRESCOS EN CAJAS X 3.74KG SE ACOGE AL DRAWBACK;101,204.40;18,820.00;15,275.52;CAJA                                              ;4080;6.63;24.81,,,,
2025;1;20250119;796;SALAVERRY;LA LIBERTAD;20600807685;AGROBERRIES PERU S.A.C.;AMERICA DEL NORTE;ESTADOS UNIDOS;DESPACHOS ADUANEROS CHAVIMOCHIC SAC;MAERSK LINE PERU S.A.C.;VIRÚ GROUP PERÚ S.A.;BALBOA;MARITIMO;AGROPECUARIO Y AGROINDUSTRIAS;FRUTAS;0810400000;ARANDANOS  ROJOS,  MIRTILOS Y DEMAS FRUTOS  DEL  GENERO  VACCINIUM, FRESCOS;ARANDANOS ORGANICOS FRESCOS EN CAJAS VARIEDAD SEKOYA BEAUTY PARA CONSUMO HUMANO;22,566.08;3,672.12;3,335.40;CAJA                                              ;545;6.77;41.41,,,,
2025;1;20250119;823;SALAVERRY;LA LIBERTAD;20608552236;GAP BERRIES S.A.C.;AMERICA DEL NORTE;ESTADOS UNIDOS;LIP ADUANAS S.A.;MAERSK LINE PERU S.A.C.;ALZA PERU PACKING S.A.C.;BALBOA;MARITIMO;AGROPECUARIO Y AGROINDUSTRIAS;FRUTAS;0810400000;ARANDANOS  ROJOS,  MIRTILOS Y DEMAS FRUTOS  DEL  GENERO  VACCINIUM, FRESCOS;ARANDANOS FRESCOS EN CAJAS X 4.08KG/ VARIEDAD: SEKOYA POP SE ACOGE AL DRAWBACK;80,877.96;20,289.80;16,646.40;CAJA                                              ;4080;4.86;19.82,,,,
2025;1;20250119;771;SALAVERRY;LA LIBERTAD;20602822533;HORTIFRUT  PERÚ S.A.C.;AMERICA DEL NORTE;ESTADOS UNIDOS;LIP ADUANAS S.A.;MAERSK LINE PERU S.A.C.;HORTIFRUT  PERÚ S.A.C.;BALBOA;MARITIMO;AGROPECUARIO Y AGROINDUSTRIAS;FRUTAS;0810400000;ARANDANOS  ROJOS,  MIRTILOS Y DEMAS FRUTOS  DEL  GENERO  VACCINIUM, FRESCOS;ARANDANOS FRESCOS EN CAJAS / MUESTRAS SIN VALOR COMERCIAL SE ACOGE AL DRAWBACK;135.20;38.76;30.60;CAJA                                              ;5;4.42;27.04,,,,,,,
2025;1;20250119;775;SALAVERRY;LA LIBERTAD;20602822533;HORTIFRUT  PERÚ S.A.C.;AMERICA DEL NORTE;ESTADOS UNIDOS;LIP ADUANAS S.A.;MAERSK LINE PERU S.A.C.;HORTIFRUT  PERÚ S.A.C.;BALBOA;MARITIMO;AGROPECUARIO Y AGROINDUSTRIAS;FRUTAS;0810400000;ARANDANOS  ROJOS,  MIRTILOS Y DEMAS FRUTOS  DEL  GENERO  VACCINIUM, FRESCOS;ARANDANOS FRESCOS EN CAJAS SE ACOGE AL DRAWBACK;75,877.44;19,755.36;16,646.40;CAJA                                              ;4080;4.56;18.60,,,,
2025;1;20250119;772;SALAVERRY;LA LIBERTAD;20602822533;HORTIFRUT  PERÚ S.A.C.;AMERICA DEL NORTE;ESTADOS UNIDOS;LIP ADUANAS S.A.;MAERSK LINE PERU S.A.C.;HORTIFRUT  PERÚ S.A.C.;BALBOA;MARITIMO;AGROPECUARIO Y AGROINDUSTRIAS;FRUTAS;0810400000;ARANDANOS  ROJOS,  MIRTILOS Y DEMAS FRUTOS  DEL  GENERO  VACCINIUM, FRESCOS;ARANDANOS FRESCOS EN CAJAS SE ACOGE AL DRAWBACK;54,012.88;15,588.00;12,240.00;CAJA                                              ;6000;4.41;9.00,,,,
2025;1;20250119;776;SALAVERRY;LA LIBERTAD;20602822533;HORTIFRUT  PERÚ S.A.C.;AMERICA DEL NORTE;ESTADOS UNIDOS;LIP ADUANAS S.A.;MAERSK LINE PERU S.A.C.;HORTIFRUT  PERÚ S.A.C.;BALBOA;MARITIMO;AGROPECUARIO Y AGROINDUSTRIAS;FRUTAS;0810400000;ARANDANOS  ROJOS,  MIRTILOS Y DEMAS FRUTOS  DEL  GENERO  VACCINIUM, FRESCOS;ARANDANOS FRESCOS EN CAJAS SE ACOGE AL DRAWBACK;75,877.44;19,755.36;16,646.40;CAJA                                              ;4080;4.56;18.60,,,,
2025;1;20250119;770;SALAVERRY;LA LIBERTAD;20602822533;HORTIFRUT  PERÚ S.A.C.;AMERICA DEL NORTE;ESTADOS UNIDOS;LIP ADUANAS S.A.;MAERSK LINE PERU S.A.C.;HORTIFRUT  PERÚ S.A.C.;BALBOA;MARITIMO;AGROPECUARIO Y AGROINDUSTRIAS;FRUTAS;0810400000;ARANDANOS  ROJOS,  MIRTILOS Y DEMAS FRUTOS  DEL  GENERO  VACCINIUM, FRESCOS;ARANDANOS FRESCOS EN CAJAS SE ACOGE AL DRAWBACK;75,877.44;19,755.36;16,646.40;CAJA                                              ;4080;4.56;18.60,,,,
2025;1;20250119;773;SALAVERRY;LA LIBERTAD;20602822533;HORTIFRUT  PERÚ S.A.C.;AMERICA DEL NORTE;ESTADOS UNIDOS;LIP ADUANAS S.A.;MAERSK LINE PERU S.A.C.;HORTIFRUT  PERÚ S.A.C.;BALBOA;MARITIMO;AGROPECUARIO Y AGROINDUSTRIAS;FRUTAS;0810400000;ARANDANOS  ROJOS,  MIRTILOS Y DEMAS FRUTOS  DEL  GENERO  VACCINIUM, FRESCOS;ARANDANOS FRESCOS EN CAJAS SE ACOGE AL DRAWBACK;65,552.51;16,956.00;14,565.60;CAJA                                              ;2580;4.50;25.41,,,,
2025;1;20250119;771;SALAVERRY;LA LIBERTAD;20602822533;HORTIFRUT  PERÚ S.A.C.;AMERICA DEL NORTE;ESTADOS UNIDOS;LIP ADUANAS S.A.;MAERSK LINE PERU S.A.C.;HORTIFRUT  PERÚ S.A.C.;BALBOA;MARITIMO;AGROPECUARIO Y AGROINDUSTRIAS;FRUTAS;0810400000;ARANDANOS  ROJOS,  MIRTILOS Y DEMAS FRUTOS  DEL  GENERO  VACCINIUM, FRESCOS;ARANDANOS FRESCOS EN CAJAS SE ACOGE AL DRAWBACK;54,485.03;15,621.24;12,331.80;CAJA                                              ;5815;4.42;9.37,,,,
2025;1;20250119;774;SALAVERRY;LA LIBERTAD;20602822533;HORTIFRUT  PERÚ S.A.C.;AMERICA DEL NORTE;ESTADOS UNIDOS;LIP ADUANAS S.A.;MAERSK LINE PERU S.A.C.;HORTIFRUT  PERÚ S.A.C.;BALBOA;MARITIMO;AGROPECUARIO Y AGROINDUSTRIAS;FRUTAS;0810400000;ARANDANOS  ROJOS,  MIRTILOS Y DEMAS FRUTOS  DEL  GENERO  VACCINIUM, FRESCOS;ARANDANOS FRESCOS EN CAJAS SE ACOGE AL DRAWBACK;75,877.44;19,755.36;16,646.40;CAJA                                              ;4080;4.56;18.60,,,,
2025;1;20250119;556;SALAVERRY;LAMBAYEQUE;20557530160;BLUEBERRIES PERU S.A.C.;AMERICA DEL NORTE;ESTADOS UNIDOS;DESPACHOS ADUANEROS CHAVIMOCHIC SAC;MAERSK LINE PERU S.A.C.;AVOCADO PACKING COMPANY S.A.C.;BALBOA;MARITIMO;AGROPECUARIO Y AGROINDUSTRIAS;FRUTAS;0810400000;ARANDANOS  ROJOS,  MIRTILOS Y DEMAS FRUTOS  DEL  GENERO  VACCINIUM, FRESCOS;ARANDANO FRESCO EN CAJAS CONSUMO HUMANO COLD TREATMENT;812.21;258.10;215.04;CAJA                                              ;56;3.78;14.50,,,,,,,
2025;1;20250119;646;SALAVERRY;LAMBAYEQUE;20557530160;BLUEBERRIES PERU S.A.C.;AMERICA DEL NORTE;ESTADOS UNIDOS;DESPACHOS ADUANEROS CHAVIMOCHIC SAC;MAERSK LINE PERU S.A.C.;AVOCADO PACKING COMPANY S.A.C.;BALBOA;MARITIMO;AGROPECUARIO Y AGROINDUSTRIAS;FRUTAS;0810400000;ARANDANOS  ROJOS,  MIRTILOS Y DEMAS FRUTOS  DEL  GENERO  VACCINIUM, FRESCOS;ARANDANO FRESCO EN CAJAS CONSUMO HUMANO COLD TREATMENT;16,341.21;3,577.71;2,845.80;CAJA                                              ;465;5.74;35.14,,,,
